
. Module name, ATOMS, SHARED ARITHMATIC MODE, COMB ARITHMETIC MODE, REGISTERS, SYNC RAMS, MACs
.	.	.	.	.	.	.	. i2s_clkws_gen, 0, 0, 16, 56, 0, 0
.	.	.	.	.	.	.	.	. i2s_clk_gen_1, 0, 0, 16, 34, 0, 0
.	.	.	.	.	.	.	.	. i2s_ws_gen_2, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	.	.	. i2s_ws_gen_2_0, 0, 0, 0, 9, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_15, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_16, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_17, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_2s_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_2s_0_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. i2s_txrx, 0, 0, 10, 38, 0, 0
.	.	.	.	.	.	.	.	. i2s_rx_channel, 0, 0, 0, 10, 0, 0
.	.	.	.	.	.	.	.	. i2s_tx_channel, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. pdm_top, 0, 0, 10, 20, 0, 0
.	.	.	.	.	.	.	.	.	. varcic_5s_51s, 0, 0, 10, 13, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_32s_2s_1s_3, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_32s_2s_1s_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_4s_2, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_4s_3, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_1_3, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_6_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_1_3, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_4s_3, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_1_3, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_1_3, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_4s_3, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_4s_2, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_1_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_6_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_1_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_4s_2, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_1_2, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_1_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_i2s_reg_if_19s_20s_4s, 0, 0, 0, 153, 0, 0
.	.	.	.	.	.	.	.	. edge_propagator_10, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_wedge_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. pulp_sync_2s_2_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. udma_sdio_top_19s_20s, 0, 0, 26, 304, 0, 0
.	.	.	.	.	.	.	. edge_propagator_8, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_10, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_2_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. edge_propagator_9, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_9, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_0_9, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_32s_2s_1s_2, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_32s_2s_1s_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. pulp_sync_wedge_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_2s_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. sdio_txrx, 0, 0, 26, 111, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. sdio_txrx_cmd, 0, 0, 8, 69, 0, 0
.	.	.	.	.	.	.	.	.	. sdio_crc7, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	. sdio_txrx_data, 0, 0, 18, 35, 0, 0
.	.	.	.	.	.	.	. udma_clkgen_1, 0, 0, 0, 5, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_11, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_2_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_4s_0, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_4s_1, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_32s_4s_1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_1_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_6_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_1_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_4s_1, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_1_1, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_1_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_4s_1, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_4s_0, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_1_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_6_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_1_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_4s_0, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_1_0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_1_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_sdio_reg_if_19s_20s, 0, 0, 0, 131, 0, 0
.	.	.	.	.	.	.	.	. edge_propagator_tx_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	. udma_spim_top_19s_20s_6s_8s, 0, 0, 41, 738, 1, 0
.	.	.	.	.	.	.	. edge_propagator, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_3, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. edge_propagator_0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_3_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. edge_propagator_1, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_3_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. edge_propagator_2, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_3_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. edge_propagator_3, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_8, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_0_8, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_32s_2s_1s, 0, 0, 0, 70, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_32s_2s_1s, 0, 0, 0, 68, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_32s_2s_1s_0, 0, 0, 0, 70, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_32s_2s_1s_0, 0, 0, 0, 68, 0, 0
.	.	.	.	.	.	.	. udma_clkgen_0, 0, 0, 0, 5, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_21_8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. pulp_sync_wedge_4_7, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. pulp_sync_2s_0_7, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_8s, 0, 0, 0, 79, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_8s_1, 0, 0, 0, 55, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_32s_8s, 0, 0, 0, 44, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s_0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_8s_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_12, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_8s, 0, 0, 0, 24, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_8s_12, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_3, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_8s_0, 0, 0, 0, 35, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_8s_2, 0, 0, 0, 11, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_32s_8s_2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s_3, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_8s_4_2, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_5_2, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_12_4_2, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_8s_2, 0, 0, 0, 24, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_8s_12_4_2, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_3_4_2, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_32s_8s_1, 0, 0, 0, 79, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_32s_8s_1_0, 0, 0, 0, 55, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_32s_8s_0, 0, 0, 0, 44, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s_1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_8s_3s_2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_8s_1_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_12_0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_32s_8s_0, 0, 0, 0, 24, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_8s_12_0, 0, 0, 0, 16, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_8s_3_0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	. udma_spim_ctrl_6s, 0, 0, 25, 158, 1, 0
.	.	.	.	.	.	.	.	. edge_propagator_tx_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_33s_6s_3s, 0, 0, 0, 85, 1, 0
.	.	.	.	.	.	.	. udma_spim_reg_if_19s_20s, 0, 0, 0, 111, 0, 0
.	.	.	.	.	.	.	. udma_spim_txrx, 0, 0, 16, 101, 0, 0
.	.	.	.	.	.	.	.	. pulp_clock_gating_12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. udma_uart_top_19s_20s, 0, 0, 32, 273, 0, 0
.	.	.	.	.	.	.	. io_tx_fifo_8s_2s_1s_0, 0, 0, 0, 22, 0, 0
.	.	.	.	.	.	.	.	. io_generic_fifo_8s_2s_1s_0, 0, 0, 0, 20, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_0, 0, 0, 0, 19, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_1, 0, 0, 0, 7, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_8s_4s_1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. syn_mlab_5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_1, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_1, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_1, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_1, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_1, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_dc_fifo_8s_4s_1, 0, 0, 0, 51, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_din_8s_4s_0, 0, 0, 0, 39, 0, 0
.	.	.	.	.	.	.	.	.	. dc_data_buffer_8s_4s_0, 0, 0, 0, 32, 0, 0
.	.	.	.	.	.	.	.	.	.	. onehot_to_bin_4s_2s_0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. dc_full_detector_4s_0_0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	.	. dc_synchronizer_1s_0_1_4_0, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_12_0_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. dc_token_ring_fifo_dout_8s_4s_0, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	.	.	.	. dc_synchronizer_4s_12_0_0, 0, 0, 0, 8, 0, 0
.	.	.	.	.	.	.	.	.	. dc_token_ring_4s_3_0_0, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	. udma_uart_reg_if_19s_20s, 0, 0, 0, 90, 0, 0
.	.	.	.	.	.	.	. udma_uart_rx, 0, 0, 16, 30, 0, 0
.	.	.	.	.	.	.	. udma_uart_tx, 0, 0, 16, 35, 0, 0
